,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,convention_workclass,convention_education,convention_marital-status,convention_occupation,convention_relationship,convention_race,convention_sex,convention_native-country,convention_income
207,35,private,36270,hs-grad,9,divorced,craft-repair,not-in-family,white,male,0,0,60,united-states,<=50k,2,1,2,10,0,0,0,0,0
208,58,self-emp-inc,210563,hs-grad,9,married-civ-spouse,sales,wife,white,female,15024,0,35,united-states,>50k,5,1,1,5,2,0,1,0,1
209,17,private,65368,11th,7,never-married,sales,own-child,white,female,0,0,12,united-states,<=50k,2,2,0,5,3,0,1,0,0
210,44,local-gov,160943,hs-grad,9,married-civ-spouse,transport-moving,husband,black,male,0,0,40,united-states,<=50k,4,1,1,6,1,1,0,0,0
211,37,private,208358,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k,2,1,1,10,1,0,0,0,1
212,35,private,153790,some-college,10,never-married,sales,not-in-family,amer-indian-eskimo,female,0,0,40,united-states,<=50k,2,5,0,5,0,3,1,0,0
213,60,private,85815,hs-grad,9,married-civ-spouse,craft-repair,husband,asian-pac-islander,male,0,0,40,united-states,<=50k,2,1,1,10,1,2,0,0,0
214,54,self-emp-inc,125417,7th-8th,4,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,>50k,5,7,1,8,1,0,0,0,1
215,37,private,635913,bachelors,13,never-married,exec-managerial,not-in-family,black,male,0,0,60,united-states,>50k,2,0,0,1,0,1,0,0,1
216,50,private,313321,assoc-acdm,12,divorced,sales,not-in-family,white,female,0,0,40,united-states,<=50k,2,6,2,5,0,0,1,0,0
217,38,private,182609,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,50,poland,<=50k,2,0,1,5,1,0,0,12,0
218,45,private,109434,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,55,united-states,<=50k,2,0,1,3,1,0,0,0,0
219,25,private,255004,10th,6,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k,2,12,0,10,0,0,0,0,0
220,31,private,197860,some-college,10,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k,2,5,1,2,1,0,0,0,0
222,90,private,51744,hs-grad,9,never-married,other-service,not-in-family,black,male,0,2206,40,united-states,<=50k,2,1,0,4,0,1,0,0,0
223,54,private,176681,hs-grad,9,married-civ-spouse,adm-clerical,husband,black,male,0,0,20,united-states,<=50k,2,1,1,0,1,1,0,0,0
224,53,local-gov,140359,preschool,1,never-married,machine-op-inspct,not-in-family,white,female,0,0,35,united-states,<=50k,4,13,0,8,0,0,1,0,0
225,18,private,243313,hs-grad,9,never-married,sales,own-child,white,female,0,0,40,united-states,<=50k,2,1,0,5,3,0,1,0,0
227,66,self-emp-not-inc,167687,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,1409,0,50,united-states,<=50k,1,1,1,7,1,0,0,0,0
228,75,private,314209,assoc-voc,11,widowed,adm-clerical,not-in-family,white,female,0,0,20,columbia,<=50k,2,9,6,0,0,0,1,13,0
229,65,private,176796,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,2,1,2,0,0,0,1,0,0
230,35,private,538583,11th,7,separated,transport-moving,not-in-family,black,male,3674,0,40,united-states,<=50k,2,2,4,6,0,1,0,0,0
231,41,private,130408,hs-grad,9,divorced,sales,unmarried,black,female,0,0,38,united-states,<=50k,2,1,2,5,4,1,1,0,0
232,25,private,159732,some-college,10,never-married,adm-clerical,not-in-family,white,male,0,0,42,united-states,<=50k,2,5,0,0,0,0,0,0,0
233,33,private,110978,some-college,10,divorced,craft-repair,other-relative,other,female,0,0,40,united-states,<=50k,2,5,2,10,5,4,1,0,0
234,28,private,76714,prof-school,15,never-married,prof-specialty,not-in-family,white,male,0,0,55,united-states,>50k,2,10,0,3,0,0,0,0,1
235,59,state-gov,268700,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k,0,1,1,4,1,0,0,0,0
236,40,state-gov,170525,some-college,10,never-married,adm-clerical,not-in-family,white,female,0,0,38,united-states,<=50k,0,5,0,0,0,0,1,0,0
237,41,private,180138,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,iran,>50k,2,0,1,1,1,0,0,10,1
238,38,local-gov,115076,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,70,united-states,>50k,4,3,1,1,1,0,0,0,1
239,23,private,115458,hs-grad,9,never-married,transport-moving,own-child,white,male,0,0,40,united-states,<=50k,2,1,0,6,3,0,0,0,0
240,40,private,347890,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k,2,0,1,3,1,0,0,0,1
241,41,self-emp-not-inc,196001,hs-grad,9,married-civ-spouse,other-service,wife,white,female,0,0,20,united-states,<=50k,1,1,1,4,2,0,1,0,0
242,24,state-gov,273905,assoc-acdm,12,married-civ-spouse,protective-serv,husband,white,male,0,0,50,united-states,<=50k,0,6,1,11,1,0,0,0,0
244,38,private,179488,some-college,10,divorced,craft-repair,not-in-family,white,male,0,1741,40,united-states,<=50k,2,5,2,10,0,0,0,0,0
246,58,private,236596,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,45,united-states,>50k,2,1,1,0,1,0,0,0,1
247,32,private,183916,hs-grad,9,never-married,other-service,not-in-family,white,female,0,0,34,united-states,<=50k,2,1,0,4,0,0,1,0,0
248,40,private,207578,assoc-acdm,12,married-civ-spouse,tech-support,husband,white,male,0,1977,60,united-states,>50k,2,6,1,9,1,0,0,0,1
250,41,private,112763,prof-school,15,married-civ-spouse,prof-specialty,wife,white,female,0,0,40,united-states,>50k,2,10,1,3,2,0,1,0,1
251,42,private,390781,bachelors,13,married-civ-spouse,adm-clerical,wife,black,female,0,0,40,united-states,<=50k,2,0,1,0,2,1,1,0,0
252,59,local-gov,171328,10th,6,widowed,other-service,unmarried,black,female,0,0,30,united-states,<=50k,4,12,6,4,4,1,1,0,0
253,19,local-gov,27382,some-college,10,never-married,adm-clerical,own-child,white,male,0,0,40,united-states,<=50k,4,5,0,0,3,0,0,0,0
254,58,private,259014,some-college,10,never-married,transport-moving,not-in-family,white,male,0,0,20,united-states,<=50k,2,5,0,6,0,0,0,0,0
255,42,self-emp-not-inc,303044,hs-grad,9,married-civ-spouse,farming-fishing,husband,asian-pac-islander,male,0,0,40,cambodia,>50k,1,1,1,7,1,2,0,14,1
256,20,private,117789,hs-grad,9,never-married,other-service,own-child,white,female,0,0,40,united-states,<=50k,2,1,0,4,3,0,1,0,0
257,32,private,172579,hs-grad,9,separated,other-service,not-in-family,white,female,0,0,30,united-states,<=50k,2,1,4,4,0,0,1,0,0
258,45,private,187666,assoc-voc,11,widowed,exec-managerial,not-in-family,white,female,0,0,45,united-states,<=50k,2,9,6,1,0,0,1,0,0
259,50,private,204518,7th-8th,4,divorced,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k,2,7,2,10,0,0,0,0,0
260,36,private,150042,bachelors,13,divorced,prof-specialty,own-child,white,female,0,0,40,united-states,<=50k,2,0,2,3,3,0,1,0,0
261,45,private,98092,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,<=50k,2,1,1,5,1,0,0,0,0
262,17,private,245918,11th,7,never-married,other-service,own-child,white,male,0,0,12,united-states,<=50k,2,2,0,4,3,0,0,0,0
263,59,private,146013,some-college,10,married-civ-spouse,sales,husband,white,male,4064,0,40,united-states,<=50k,2,5,1,5,1,0,0,0,0
264,26,private,378322,11th,7,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,2,2,1,10,1,0,0,0,0
265,37,self-emp-inc,257295,some-college,10,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,0,0,75,thailand,>50k,5,5,1,1,1,2,0,15,1
267,64,private,21174,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k,2,1,1,1,1,0,0,0,1
268,33,private,185480,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,45,united-states,<=50k,2,0,0,3,0,0,1,0,0
269,33,private,222205,hs-grad,9,married-civ-spouse,craft-repair,wife,white,female,0,0,40,united-states,>50k,2,1,1,10,2,0,1,0,1
270,61,private,69867,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k,2,1,1,1,1,0,0,0,1
271,17,private,191260,9th,5,never-married,other-service,own-child,white,male,1055,0,24,united-states,<=50k,2,4,0,4,3,0,0,0,0
272,50,self-emp-not-inc,30653,masters,14,married-civ-spouse,farming-fishing,husband,white,male,2407,0,98,united-states,<=50k,1,3,1,7,1,0,0,0,0
273,27,local-gov,209109,masters,14,never-married,prof-specialty,own-child,white,male,0,0,35,united-states,<=50k,4,3,0,3,3,0,0,0,0
274,30,private,70377,hs-grad,9,divorced,prof-specialty,own-child,white,female,0,0,40,united-states,<=50k,2,1,2,3,3,0,1,0,0
275,43,private,477983,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,black,male,0,0,40,united-states,<=50k,2,1,1,2,1,1,0,0,0
276,44,private,170924,some-college,10,married-civ-spouse,craft-repair,husband,white,male,7298,0,40,united-states,>50k,2,5,1,10,1,0,0,0,1
277,35,private,190174,some-college,10,never-married,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k,2,5,0,1,0,0,1,0,0
278,25,private,193787,some-college,10,never-married,tech-support,own-child,white,female,0,0,40,united-states,<=50k,2,5,0,9,3,0,1,0,0
279,24,private,279472,some-college,10,married-civ-spouse,machine-op-inspct,wife,white,female,7298,0,48,united-states,>50k,2,5,1,8,2,0,1,0,1
280,22,private,34918,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,15,germany,<=50k,2,0,0,3,0,0,1,9,0
281,42,local-gov,97688,some-college,10,married-civ-spouse,craft-repair,husband,white,male,5178,0,40,united-states,>50k,4,5,1,10,1,0,0,0,1
282,34,private,175413,assoc-acdm,12,divorced,sales,unmarried,black,female,0,0,45,united-states,<=50k,2,6,2,5,4,1,1,0,0
283,60,private,173960,bachelors,13,divorced,prof-specialty,not-in-family,white,female,0,0,42,united-states,<=50k,2,0,2,3,0,0,1,0,0
284,21,private,205759,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,40,united-states,<=50k,2,1,0,2,3,0,0,0,0
285,57,federal-gov,425161,masters,14,married-civ-spouse,sales,husband,white,male,15024,0,40,united-states,>50k,3,3,1,5,1,0,0,0,1
286,41,private,220531,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,united-states,>50k,2,10,1,3,1,0,0,0,1
287,50,private,176609,some-college,10,divorced,other-service,not-in-family,white,male,0,0,45,united-states,<=50k,2,5,2,4,0,0,0,0,0
288,25,private,371987,bachelors,13,never-married,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k,2,0,0,1,0,0,1,0,0
289,50,private,193884,7th-8th,4,married-civ-spouse,craft-repair,husband,white,male,0,0,40,ecuador,<=50k,2,7,1,10,1,0,0,16,0
290,36,private,200352,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,<=50k,2,0,1,3,1,0,0,0,0
291,31,private,127595,hs-grad,9,divorced,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k,2,1,2,3,0,0,1,0,0
292,29,local-gov,220419,bachelors,13,never-married,protective-serv,not-in-family,white,male,0,0,56,united-states,<=50k,4,0,0,11,0,0,0,0,0
293,21,private,231931,some-college,10,never-married,sales,own-child,white,male,0,0,45,united-states,<=50k,2,5,0,5,3,0,0,0,0
294,27,private,248402,bachelors,13,never-married,tech-support,unmarried,black,female,0,0,40,united-states,<=50k,2,0,0,9,4,1,1,0,0
295,65,private,111095,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,16,united-states,<=50k,2,1,1,6,1,0,0,0,0
296,37,self-emp-inc,57424,bachelors,13,divorced,sales,not-in-family,white,female,0,0,60,united-states,<=50k,5,0,2,5,0,0,1,0,0
298,24,private,278130,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50k,2,1,0,10,3,0,0,0,0
299,38,private,169469,hs-grad,9,divorced,sales,not-in-family,white,male,0,0,80,united-states,<=50k,2,1,2,5,0,0,0,0,0
300,48,private,146268,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,7688,0,40,united-states,>50k,2,0,1,0,1,0,0,0,1
301,21,private,153718,some-college,10,never-married,other-service,not-in-family,asian-pac-islander,female,0,0,25,united-states,<=50k,2,5,0,4,0,2,1,0,0
302,31,private,217460,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,45,united-states,>50k,2,1,1,6,1,0,0,0,1
303,55,private,238638,hs-grad,9,married-civ-spouse,sales,husband,white,male,4386,0,40,united-states,>50k,2,1,1,5,1,0,0,0,1
304,24,private,303296,some-college,10,married-civ-spouse,adm-clerical,wife,asian-pac-islander,female,0,0,40,laos,<=50k,2,5,1,0,2,2,1,17,0
305,43,private,173321,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,2,1,2,0,0,0,1,0,0
306,26,private,193945,assoc-acdm,12,never-married,tech-support,not-in-family,white,male,0,0,45,united-states,<=50k,2,6,0,9,0,0,0,0,0
307,46,private,83082,assoc-acdm,12,never-married,prof-specialty,not-in-family,white,female,0,0,33,united-states,<=50k,2,6,0,3,0,0,1,0,0
308,35,private,193815,assoc-acdm,12,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,>50k,2,6,1,0,1,0,0,0,1
309,41,self-emp-inc,34987,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,0,0,54,united-states,>50k,5,5,1,7,1,0,0,0,1
310,26,private,59306,bachelors,13,never-married,sales,not-in-family,white,male,0,0,40,united-states,<=50k,2,0,0,5,0,0,0,0,0
311,34,private,142897,masters,14,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,7298,0,35,taiwan,>50k,2,3,1,1,1,2,0,18,1
313,36,self-emp-not-inc,205607,bachelors,13,divorced,prof-specialty,not-in-family,black,female,0,0,40,united-states,>50k,1,0,2,3,0,1,1,0,1
314,22,private,199698,some-college,10,never-married,sales,own-child,white,male,0,0,15,united-states,<=50k,2,5,0,5,3,0,0,0,0
315,24,private,191954,some-college,10,never-married,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50k,2,5,0,8,0,0,0,0,0
316,77,self-emp-not-inc,138714,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k,1,5,1,5,1,0,0,0,0
317,22,private,399087,5th-6th,3,married-civ-spouse,machine-op-inspct,other-relative,white,female,0,0,40,mexico,<=50k,2,11,1,8,5,0,1,4,0
318,29,private,423158,some-college,10,never-married,tech-support,not-in-family,white,female,0,0,40,united-states,<=50k,2,5,0,9,0,0,1,0,0
319,62,private,159841,hs-grad,9,widowed,other-service,not-in-family,white,female,0,0,24,united-states,<=50k,2,1,6,4,0,0,1,0,0
320,39,self-emp-not-inc,174308,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k,1,1,1,1,1,0,0,0,0
321,43,private,50356,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,1485,50,united-states,<=50k,2,5,1,10,1,0,0,0,0
322,35,private,186110,hs-grad,9,divorced,transport-moving,not-in-family,white,male,0,0,45,united-states,<=50k,2,1,2,6,0,0,0,0,0
323,29,private,200381,11th,7,never-married,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k,2,2,0,1,0,0,1,0,0
324,76,self-emp-not-inc,174309,masters,14,married-civ-spouse,craft-repair,husband,white,male,0,0,10,united-states,<=50k,1,3,1,10,1,0,0,0,0
325,63,self-emp-not-inc,78383,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,45,united-states,<=50k,1,1,1,7,1,0,0,0,0
327,43,private,187728,some-college,10,married-civ-spouse,prof-specialty,wife,white,female,0,1887,50,united-states,>50k,2,5,1,3,2,0,1,0,1
328,58,self-emp-not-inc,321171,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k,1,1,1,2,1,0,0,0,0
329,66,private,127921,hs-grad,9,never-married,transport-moving,not-in-family,white,male,2050,0,55,united-states,<=50k,2,1,0,6,0,0,0,0,0
330,41,private,206565,some-college,10,never-married,craft-repair,not-in-family,black,male,0,0,45,united-states,<=50k,2,5,0,10,0,1,0,0,0
331,26,private,224563,bachelors,13,never-married,adm-clerical,not-in-family,white,male,0,0,40,united-states,<=50k,2,0,0,0,0,0,0,0,0
332,47,private,178686,assoc-voc,11,never-married,other-service,not-in-family,white,male,0,0,40,united-states,<=50k,2,9,0,4,0,0,0,0,0
333,55,local-gov,98545,10th,6,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50k,4,12,1,0,1,0,0,0,0
334,53,private,242606,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k,2,1,1,6,1,0,0,0,0
335,17,private,270942,5th-6th,3,never-married,other-service,other-relative,white,male,0,0,48,mexico,<=50k,2,11,0,4,5,0,0,4,0
336,30,private,94235,hs-grad,9,never-married,craft-repair,other-relative,white,male,0,0,40,united-states,<=50k,2,1,0,10,5,0,0,0,0
337,49,private,71195,masters,14,never-married,prof-specialty,not-in-family,white,male,0,0,60,united-states,<=50k,2,3,0,3,0,0,0,0,0
338,19,private,104112,hs-grad,9,never-married,sales,unmarried,black,male,0,0,30,haiti,<=50k,2,1,0,5,4,1,0,19,0
339,45,private,261192,hs-grad,9,married-civ-spouse,other-service,husband,black,male,0,0,40,united-states,<=50k,2,1,1,4,1,1,0,0,0
340,26,private,94936,assoc-acdm,12,never-married,sales,not-in-family,white,male,0,0,40,united-states,<=50k,2,6,0,5,0,0,0,0,0
341,38,private,296478,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,7298,0,40,united-states,>50k,2,9,1,10,1,0,0,0,1
342,36,state-gov,119272,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,7298,0,40,united-states,>50k,0,1,1,11,1,0,0,0,1
343,33,private,85043,hs-grad,9,never-married,farming-fishing,not-in-family,white,male,0,0,20,united-states,<=50k,2,1,0,7,0,0,0,0,0
344,22,state-gov,293364,some-college,10,never-married,protective-serv,own-child,black,female,0,0,40,united-states,<=50k,0,5,0,11,3,1,1,0,0
345,43,self-emp-not-inc,241895,bachelors,13,never-married,sales,not-in-family,white,male,0,0,42,united-states,<=50k,1,0,0,5,0,0,0,0,0
348,56,private,101128,assoc-acdm,12,married-spouse-absent,other-service,not-in-family,white,male,0,0,25,iran,<=50k,2,6,3,4,0,0,0,10,0
349,31,private,156464,bachelors,13,never-married,prof-specialty,own-child,white,male,0,0,25,united-states,<=50k,2,0,0,3,3,0,0,0,0
350,33,private,117963,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k,2,0,1,1,1,0,0,0,1
351,26,private,192262,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k,2,1,1,4,1,0,0,0,0
352,33,private,111363,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k,2,0,1,1,1,0,0,0,1
353,46,local-gov,329752,11th,7,married-civ-spouse,transport-moving,husband,white,male,0,0,30,united-states,<=50k,4,2,1,6,1,0,0,0,0
355,38,federal-gov,95432,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,>50k,3,1,1,0,1,0,0,0,1
356,65,private,161400,11th,7,widowed,other-service,unmarried,other,male,0,0,40,united-states,<=50k,2,2,6,4,4,4,0,0,0
357,40,private,96129,assoc-voc,11,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,>50k,2,9,1,9,1,0,0,0,1
358,42,private,111949,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,35,united-states,<=50k,2,1,1,0,2,0,1,0,0
359,26,self-emp-not-inc,117125,9th,5,married-civ-spouse,craft-repair,husband,white,male,0,0,40,portugal,<=50k,1,4,1,10,1,0,0,20,0
360,36,private,348022,10th,6,married-civ-spouse,other-service,wife,white,female,0,0,24,united-states,<=50k,2,12,1,4,2,0,1,0,0
361,62,private,270092,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k,2,3,1,3,1,0,0,0,1
362,43,private,180609,bachelors,13,married-civ-spouse,transport-moving,husband,white,male,0,0,45,united-states,<=50k,2,0,1,6,1,0,0,0,0
363,43,private,174575,bachelors,13,divorced,exec-managerial,not-in-family,white,male,0,1564,45,united-states,>50k,2,0,2,1,0,0,0,0,1
364,22,private,410439,hs-grad,9,married-spouse-absent,sales,not-in-family,white,male,0,0,55,united-states,<=50k,2,1,3,5,0,0,0,0,0
365,28,private,92262,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,2,1,1,10,1,0,0,0,0
366,56,self-emp-not-inc,183081,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,<=50k,1,5,1,5,1,0,0,0,0
367,22,private,362589,assoc-acdm,12,never-married,sales,not-in-family,white,female,0,0,15,united-states,<=50k,2,6,0,5,0,0,1,0,0
